SucursalRatingId,SucursalId,UserId,Score,CreatedAt,UpdatedAt
2095,215,75,5,2026-04-28,2026-04-28
2096,215,84,5,2026-07-03,2026-07-03
2097,215,91,4,2026-03-28,2026-03-28
2098,215,100,5,2026-04-24,2026-04-24
2099,215,106,4,2026-05-23,2026-05-23
2100,215,107,5,2026-04-11,2026-04-11
2101,215,109,4,2026-04-27,2026-04-27
2102,215,112,1,2026-03-27,2026-03-27
2103,215,114,5,2026-04-24,2026-04-24
2104,215,120,5,2026-03-31,2026-06-09
2105,215,128,5,2026-06-18,2026-07-11
2106,215,132,4,2026-06-07,2026-06-07
2107,215,141,5,2026-06-14,2026-06-14
2108,215,146,4,2026-04-19,2026-04-19
2109,215,149,4,2026-05-24,2026-05-24
2110,216,6,1,2026-02-15,2026-02-15
2111,216,29,5,2026-03-26,2026-03-26
2112,216,56,3,2026-05-14,2026-05-14
2113,216,61,5,2026-06-17,2026-06-17
2114,216,88,4,2026-03-01,2026-03-01
2115,216,89,3,2026-05-21,2026-05-21
2116,216,97,5,2026-04-27,2026-04-27
2117,216,125,1,2026-06-04,2026-06-04
2118,216,147,5,2026-02-22,2026-02-22
2119,217,4,3,2025-05-27,2025-05-27
2120,217,12,3,2026-01-21,2026-01-21
2121,217,52,4,2025-10-30,2025-10-30
2122,217,107,4,2025-03-09,2025-03-09
2123,217,138,3,2026-02-01,2026-02-01
2124,223,69,5,2026-02-05,2026-02-05
2125,223,144,1,2025-04-16,2025-04-16
2126,224,1,4,2026-07-05,2026-07-05
2127,224,5,4,2026-05-24,2026-05-24
2128,224,7,5,2026-05-28,2026-05-28
2129,224,13,5,2026-05-04,2026-07-11
2130,224,15,4,2026-07-08,2026-07-11
2131,224,19,4,2026-05-08,2026-06-07
2132,224,22,4,2026-05-08,2026-05-08
2133,224,24,5,2026-05-04,2026-05-04
2134,224,30,4,2026-06-17,2026-06-17
2135,224,34,3,2026-05-13,2026-05-13
2136,224,36,4,2026-06-22,2026-07-11
2137,224,41,5,2026-06-02,2026-06-02
2138,224,52,4,2026-07-06,2026-07-11
2139,224,53,1,2026-04-05,2026-04-05
2140,224,54,5,2026-05-25,2026-05-25
2141,224,65,4,2026-04-09,2026-07-11
2142,224,78,5,2026-06-24,2026-06-24
2143,224,93,3,2026-04-07,2026-04-07
2144,224,105,4,2026-04-24,2026-05-29
2145,224,119,3,2026-05-22,2026-05-22
2146,224,120,5,2026-05-16,2026-05-16
2147,224,121,5,2026-05-29,2026-05-29
2148,224,126,4,2026-05-29,2026-05-29
2149,224,132,5,2026-04-01,2026-04-01
2150,224,133,1,2026-05-24,2026-05-24
2151,224,137,5,2026-05-09,2026-05-09
2152,224,141,1,2026-05-25,2026-05-25
2153,224,146,5,2026-04-11,2026-04-11
2154,224,147,4,2026-04-22,2026-04-22
2155,227,136,3,2026-04-29,2026-04-29
2156,227,143,4,2026-07-08,2026-07-08
2157,228,7,5,2025-04-13,2025-04-13
2158,228,15,5,2026-07-09,2026-07-09
2159,228,27,4,2026-06-17,2026-06-17
2160,228,48,4,2026-05-17,2026-06-20
2161,228,59,5,2026-01-03,2026-01-03
2162,228,64,5,2025-12-28,2025-12-28
2163,228,65,4,2025-06-12,2025-06-23
2164,228,68,5,2025-09-06,2025-09-06
2165,228,74,3,2025-08-16,2025-08-16
2166,228,84,5,2025-05-12,2025-06-26
2167,228,85,5,2025-04-19,2025-04-19
2168,228,114,5,2025-03-26,2025-03-26
2169,228,118,5,2025-09-01,2025-12-13
2170,230,1,2,2026-01-07,2026-02-11
2171,230,2,3,2026-04-03,2026-04-03
2172,230,5,3,2025-12-16,2025-12-16
2173,230,13,3,2026-03-09,2026-03-09
2174,230,17,3,2026-05-19,2026-05-19
2175,230,18,1,2026-06-25,2026-06-25
2176,230,23,1,2026-03-12,2026-03-12
2177,230,27,2,2025-12-23,2025-12-23
2178,230,34,2,2026-07-06,2026-07-06
2179,230,44,3,2025-12-12,2025-12-12
2180,230,45,3,2026-05-22,2026-05-22
2181,230,49,3,2026-07-04,2026-07-04
2182,230,50,3,2026-02-12,2026-02-12
2183,230,51,3,2025-12-23,2025-12-23
2184,230,55,4,2026-01-30,2026-01-30
2185,230,58,1,2026-02-02,2026-02-02
2186,230,59,2,2025-12-12,2025-12-12
2187,230,64,2,2026-04-02,2026-04-02
2188,230,65,3,2026-06-02,2026-06-02
2189,230,75,2,2026-06-08,2026-06-08
2190,230,82,3,2026-01-28,2026-01-28
2191,230,83,3,2026-07-03,2026-07-03
2192,230,85,3,2026-01-26,2026-01-26
2193,230,90,2,2026-02-11,2026-04-17
2194,230,91,3,2025-12-31,2026-02-27
2195,230,92,3,2026-01-30,2026-01-30
2196,230,94,2,2026-04-22,2026-04-22
2197,230,95,4,2026-06-03,2026-06-03
2198,230,96,1,2026-02-09,2026-02-09
2199,230,98,3,2026-05-07,2026-05-07
2200,230,101,2,2026-05-13,2026-05-13
2201,230,105,4,2026-01-19,2026-02-01
2202,230,111,3,2026-05-18,2026-05-18
2203,230,113,3,2026-02-18,2026-02-18
2204,230,114,2,2026-07-06,2026-07-06
2205,230,119,2,2026-02-24,2026-02-24
2206,230,123,1,2026-04-27,2026-04-27
2207,230,124,3,2026-05-11,2026-05-11
2208,230,125,3,2026-01-30,2026-01-30
2209,230,128,2,2026-01-24,2026-03-18
2210,230,130,3,2026-04-15,2026-04-15
2211,230,137,3,2026-07-06,2026-07-11
2212,230,140,3,2026-02-01,2026-02-01
2213,230,147,2,2026-02-23,2026-02-23
2214,230,149,2,2026-05-28,2026-05-28
2215,231,83,3,2025-10-19,2025-10-19
2216,231,134,3,2025-03-26,2025-03-26
2217,236,63,4,2026-07-03,2026-07-03
2218,236,137,4,2025-01-23,2025-01-23
2219,237,1,5,2026-07-03,2026-07-03
2220,237,2,4,2025-08-04,2025-08-25
2221,237,34,5,2025-10-03,2025-10-03
2222,237,49,4,2026-01-11,2026-01-11
2223,237,66,5,2026-04-25,2026-04-25
2224,237,93,4,2025-04-17,2025-08-08
2225,237,109,4,2025-08-11,2025-08-11
2226,237,111,4,2025-10-18,2025-10-18
2227,237,113,4,2025-09-15,2025-09-15
2228,237,135,3,2026-06-08,2026-06-08
2229,237,144,4,2026-04-03,2026-04-03
2230,237,148,3,2025-07-14,2025-07-14
2231,239,3,1,2025-11-28,2025-11-28
2232,239,46,5,2026-02-20,2026-02-20
2233,239,95,1,2025-12-25,2025-12-25
2234,240,3,4,2025-03-19,2025-03-19
2235,240,17,2,2025-10-27,2025-10-27
2236,240,22,2,2026-03-29,2026-03-29
2237,240,26,3,2025-08-04,2025-08-04
2238,240,28,2,2025-08-13,2025-08-13
2239,240,29,1,2025-09-05,2025-09-05
2240,240,60,3,2025-11-29,2025-11-29
2241,240,66,3,2025-11-27,2026-03-16
2242,240,73,3,2025-03-25,2025-03-25
2243,240,74,2,2025-12-31,2026-02-04
2244,240,77,3,2025-05-17,2025-05-17
2245,240,89,4,2026-07-01,2026-07-01
2246,240,90,2,2026-07-01,2026-07-01
2247,240,113,2,2025-03-30,2025-03-30
2248,240,134,3,2026-03-11,2026-03-11
2249,240,140,3,2026-03-14,2026-03-14
2250,240,145,3,2025-10-20,2025-10-20
2251,240,148,3,2025-09-21,2025-09-21
2252,240,149,3,2025-06-11,2025-06-11
2253,241,106,4,2026-06-01,2026-06-01
2254,241,126,5,2026-07-07,2026-07-07
2255,242,64,5,2025-09-25,2025-09-25
2256,242,109,4,2025-09-16,2025-09-16
2257,243,60,4,2026-03-04,2026-05-12
2258,245,77,2,2026-02-01,2026-05-08
2259,245,90,4,2026-03-16,2026-03-16
2260,245,146,2,2025-03-16,2025-03-16
2261,246,8,4,2026-03-31,2026-06-02
2262,246,18,3,2026-06-16,2026-06-16
2263,246,23,4,2026-03-01,2026-03-01
2264,246,24,3,2026-03-11,2026-06-18
2265,246,31,4,2026-02-21,2026-02-21
2266,246,39,4,2026-05-18,2026-05-18
2267,246,45,4,2026-07-01,2026-07-01
2268,246,51,5,2026-03-13,2026-03-13
2269,246,55,4,2026-02-28,2026-02-28
2270,246,63,2,2026-03-28,2026-05-06
2271,246,64,3,2026-04-09,2026-04-09
2272,246,67,4,2026-03-16,2026-03-16
2273,246,72,4,2026-07-10,2026-07-10
2274,246,76,2,2026-03-03,2026-06-29
2275,246,79,3,2026-02-27,2026-02-27
2276,246,82,5,2026-03-07,2026-04-08
2277,246,85,4,2026-03-08,2026-03-08
2278,246,87,4,2026-06-28,2026-06-28
2279,246,92,4,2026-05-21,2026-05-21
2280,246,93,4,2026-06-10,2026-06-10
2281,246,96,4,2026-06-28,2026-06-28
2282,246,104,3,2026-03-05,2026-03-05
2283,246,106,3,2026-02-20,2026-02-20
2284,246,110,5,2026-04-20,2026-06-17
2285,246,127,5,2026-07-08,2026-07-08
2286,246,129,3,2026-05-17,2026-05-17
2287,246,131,3,2026-06-22,2026-06-22
2288,246,136,2,2026-03-19,2026-03-19
2289,246,145,2,2026-06-10,2026-06-10
2290,246,148,4,2026-03-30,2026-03-30
2291,246,149,3,2026-05-21,2026-05-21
2292,246,150,4,2026-04-10,2026-07-11
2293,248,7,3,2025-09-28,2025-09-28
2294,248,36,4,2026-04-26,2026-04-26
2295,248,54,2,2026-05-12,2026-05-12
2296,248,63,1,2025-11-23,2026-01-31
2297,248,70,3,2026-05-25,2026-05-25
2298,248,78,3,2025-06-26,2025-06-26
2299,248,107,1,2026-02-01,2026-02-01
2300,248,121,1,2025-04-18,2025-07-31
2301,248,133,2,2025-06-02,2025-06-02
2302,248,136,3,2026-03-24,2026-03-24
2303,248,147,4,2025-08-12,2025-08-12
2304,249,2,2,2026-01-02,2026-01-02
2305,249,63,2,2026-01-04,2026-03-16
2306,249,70,3,2025-04-06,2025-04-06
2307,249,85,1,2026-01-02,2026-01-02
2308,249,90,3,2026-01-15,2026-01-15
2309,249,128,1,2026-06-01,2026-06-01
2310,252,2,4,2026-04-17,2026-06-12
2311,252,11,4,2025-11-04,2025-11-04
2312,252,18,4,2026-03-13,2026-03-13
2313,252,24,4,2025-12-30,2026-04-13
2314,252,38,2,2025-08-08,2025-08-08
2315,252,43,4,2026-01-03,2026-01-03
2316,252,52,2,2025-01-27,2025-01-27
2317,252,63,3,2025-04-02,2025-04-02
2318,252,68,5,2026-01-05,2026-01-05
2319,252,71,3,2025-12-03,2025-12-03
2320,252,73,3,2025-08-09,2025-08-09
2321,252,86,3,2025-11-23,2025-11-23
2322,252,110,2,2026-04-25,2026-07-11
2323,252,116,4,2026-03-05,2026-03-05
2324,252,119,3,2025-02-10,2025-02-10
2325,252,125,4,2026-03-16,2026-03-16
2326,252,127,4,2025-03-14,2025-03-14
2327,252,139,2,2025-12-31,2025-12-31
2328,252,144,1,2026-03-21,2026-03-21
2329,252,149,3,2025-07-30,2025-07-30
2330,253,11,1,2026-06-02,2026-06-02
2331,253,12,4,2025-08-31,2025-08-31
2332,253,21,3,2025-05-06,2025-05-06
2333,253,32,3,2026-01-28,2026-01-28
2334,253,33,3,2025-03-21,2025-03-21
2335,253,46,4,2026-02-14,2026-02-14
2336,253,83,4,2026-01-21,2026-01-21
2337,253,98,3,2025-04-29,2025-04-29
2338,253,108,3,2026-04-17,2026-04-17
2339,253,109,2,2025-12-04,2025-12-04
2340,253,112,4,2025-09-03,2025-09-03
2341,253,120,1,2026-01-08,2026-01-08
2342,253,130,3,2026-02-23,2026-02-23
2343,253,139,3,2026-05-31,2026-05-31
2344,259,69,3,2025-12-12,2025-12-12
2345,261,24,3,2026-05-02,2026-05-02
2346,261,63,5,2025-11-27,2025-11-27
2347,261,84,3,2026-03-06,2026-03-06
2348,261,122,5,2025-03-10,2025-03-10
2349,261,134,4,2025-01-18,2025-02-06
2350,262,13,3,2026-03-21,2026-03-21
2351,262,14,3,2026-02-04,2026-02-04
2352,262,45,4,2025-11-28,2025-11-28
2353,262,125,5,2026-02-17,2026-02-17
2354,263,4,3,2026-05-03,2026-05-03
2355,263,5,4,2026-01-26,2026-01-26
2356,263,7,3,2025-10-12,2025-10-12
2357,263,14,3,2026-03-06,2026-03-06
2358,263,15,1,2026-05-21,2026-05-21
2359,263,22,2,2026-04-08,2026-04-08
2360,263,26,3,2026-06-23,2026-06-23
2361,263,31,4,2026-02-03,2026-03-14
2362,263,36,1,2026-04-26,2026-04-26
2363,263,38,3,2025-09-18,2025-09-18
2364,263,46,3,2026-01-20,2026-01-20
2365,263,88,2,2025-12-14,2025-12-14
2366,263,106,3,2025-09-09,2025-09-09
2367,263,121,3,2026-02-12,2026-02-12
2368,263,124,3,2026-03-01,2026-03-01
2369,263,136,2,2026-05-29,2026-05-29
2370,263,137,3,2025-12-09,2026-03-02
2371,263,144,4,2025-09-06,2025-09-06
2372,264,2,4,2026-06-02,2026-06-02
2373,264,8,4,2026-04-14,2026-04-14
2374,264,52,3,2026-06-06,2026-06-06
2375,264,134,4,2025-11-17,2025-11-17
2376,266,3,4,2026-05-11,2026-05-11
2377,266,13,5,2025-06-28,2025-06-28
2378,266,24,4,2026-05-27,2026-05-27
2379,266,28,5,2026-05-22,2026-05-22
2380,266,50,5,2025-09-30,2025-09-30
2381,266,62,5,2025-05-21,2025-05-21
2382,266,64,1,2025-06-14,2025-06-14
2383,266,92,5,2025-09-09,2025-11-15
2384,266,110,4,2025-09-27,2025-12-09
2385,266,116,5,2026-04-17,2026-04-17
2386,266,118,4,2025-09-30,2025-09-30
2387,266,124,4,2025-03-23,2025-03-23
2388,266,133,4,2026-07-01,2026-07-01
2389,266,134,5,2026-01-22,2026-01-22
2390,266,147,4,2025-05-27,2025-08-30
2391,266,150,4,2025-04-24,2025-04-24
2392,267,31,3,2026-04-08,2026-04-08
2393,267,53,1,2026-01-25,2026-01-25
2394,268,5,3,2025-06-19,2025-06-19
2395,268,10,4,2026-06-26,2026-06-26
2396,268,17,3,2025-03-13,2025-03-13
2397,268,35,4,2026-06-10,2026-06-10
2398,268,49,3,2026-04-07,2026-04-07
2399,268,62,4,2026-06-28,2026-06-28
2400,268,66,3,2025-12-19,2025-12-19
2401,268,75,4,2026-04-27,2026-06-14
2402,268,78,2,2025-02-12,2025-02-12
2403,268,81,2,2026-06-20,2026-06-20
2404,268,89,4,2025-11-10,2025-11-10
2405,268,91,3,2025-09-16,2025-09-16
2406,268,103,3,2026-02-15,2026-02-15
2407,268,110,3,2026-03-01,2026-03-01
2408,268,111,4,2025-06-18,2025-06-18
2409,268,115,4,2025-03-04,2025-03-04
2410,268,120,2,2026-02-20,2026-02-20
2411,268,125,3,2025-03-06,2025-03-06
2412,268,133,4,2025-06-19,2025-06-19
2413,268,139,3,2025-04-19,2025-04-19
2414,268,147,3,2025-10-10,2025-10-10
2415,269,5,4,2025-08-13,2025-08-13
2416,269,6,4,2025-08-09,2025-08-09
2417,269,11,1,2025-09-29,2025-09-29
2418,269,17,3,2026-05-25,2026-05-25
2419,269,19,5,2025-09-26,2025-12-18
2420,269,22,4,2025-05-07,2025-05-07
2421,269,25,5,2026-02-03,2026-02-04
2422,269,31,5,2025-10-03,2025-10-03
2423,269,34,3,2025-08-05,2025-08-05
2424,269,39,5,2025-08-26,2025-08-26
2425,269,44,4,2026-06-04,2026-06-04
2426,269,49,4,2026-03-29,2026-03-29
2427,269,51,4,2025-10-07,2025-10-07
2428,269,55,4,2026-03-06,2026-06-17
2429,269,66,4,2026-05-09,2026-05-09
2430,269,79,5,2025-11-25,2025-11-25
2431,269,81,4,2025-07-20,2025-08-21
2432,269,84,4,2026-04-18,2026-04-18
2433,269,87,5,2025-03-16,2025-07-11
2434,269,102,4,2025-05-17,2025-05-17
2435,269,103,1,2026-03-05,2026-03-05
2436,269,108,4,2026-04-11,2026-04-11
2437,269,112,3,2026-04-23,2026-04-28
2438,269,116,4,2026-01-23,2026-01-23
2439,269,118,5,2026-02-21,2026-02-21
2440,269,119,1,2026-04-28,2026-04-28
2441,269,121,3,2026-05-10,2026-05-10
2442,269,124,3,2025-11-14,2025-11-14
2443,269,128,5,2025-03-07,2025-03-07
2444,269,132,4,2026-01-17,2026-02-08
2445,269,134,5,2026-02-19,2026-02-19
2446,269,137,4,2026-01-03,2026-01-03
2447,269,148,3,2025-11-08,2025-11-08
2448,269,149,5,2025-08-10,2025-08-10
2449,270,1,3,2025-12-04,2025-12-04
2450,270,23,4,2025-10-23,2025-10-23
2451,270,68,3,2025-12-11,2025-12-11
2452,271,23,4,2026-07-01,2026-07-01
2453,272,3,5,2026-07-05,2026-07-05
2454,272,22,4,2026-06-18,2026-06-18
2455,272,28,4,2026-06-30,2026-06-30
2456,272,32,5,2026-06-26,2026-06-26
2457,272,42,5,2026-06-10,2026-07-11
2458,272,43,5,2026-07-07,2026-07-07
2459,272,59,5,2026-06-11,2026-06-11
2460,272,63,5,2026-06-12,2026-06-12
2461,272,66,4,2026-06-11,2026-06-11
2462,272,71,5,2026-07-07,2026-07-07
2463,272,74,4,2026-06-03,2026-06-03
2464,272,76,5,2026-07-07,2026-07-11
2465,272,83,5,2026-07-10,2026-07-10
2466,272,84,4,2026-06-21,2026-06-21
2467,272,87,5,2026-07-10,2026-07-10
2468,272,88,5,2026-06-25,2026-06-25
2469,272,93,5,2026-06-06,2026-06-06
2470,272,105,5,2026-07-10,2026-07-10
2471,272,111,5,2026-06-09,2026-06-09
2472,272,112,4,2026-07-07,2026-07-07
2473,272,119,5,2026-07-08,2026-07-08
2474,272,123,4,2026-06-24,2026-06-24
2475,272,128,5,2026-06-03,2026-06-03
2476,273,3,4,2025-03-08,2025-04-14
2477,273,5,4,2025-06-14,2025-06-14
2478,273,8,3,2025-12-07,2025-12-26
2479,273,11,4,2025-08-23,2025-08-23
2480,273,15,3,2025-07-23,2025-07-23
2481,273,18,4,2025-11-21,2025-11-21
2482,273,23,3,2025-10-11,2025-10-11
2483,273,24,4,2025-06-13,2025-06-13
2484,273,25,3,2025-07-31,2025-07-31
2485,273,26,3,2025-08-01,2025-08-01
2486,273,31,4,2025-07-18,2025-07-18
2487,273,34,4,2025-08-18,2025-08-18
2488,273,35,5,2025-05-11,2025-05-11
2489,273,36,4,2025-04-30,2025-04-30
2490,273,39,3,2025-10-07,2025-10-07
2491,273,42,4,2025-07-12,2025-07-12
2492,273,43,3,2025-10-12,2025-10-12
2493,273,45,4,2026-03-27,2026-03-27
2494,273,46,2,2026-01-15,2026-01-15
2495,273,50,4,2026-06-10,2026-06-10
2496,273,53,3,2025-09-12,2025-09-12
2497,273,55,4,2026-03-30,2026-04-13
2498,273,56,4,2025-11-12,2025-11-12
2499,273,60,4,2025-07-04,2025-07-04
2500,273,64,4,2026-01-01,2026-01-01
2501,273,76,5,2025-10-31,2025-12-30
2502,273,77,4,2026-05-02,2026-07-11
2503,273,84,3,2026-02-19,2026-02-19
2504,273,87,4,2026-04-23,2026-04-23
2505,273,88,4,2026-03-20,2026-03-20
2506,273,98,4,2025-05-15,2025-05-15
2507,273,100,3,2025-09-12,2025-09-12
2508,273,101,3,2025-10-23,2025-10-23
2509,273,103,3,2025-04-29,2025-04-29
2510,273,105,1,2026-06-25,2026-06-25
2511,273,107,3,2026-05-21,2026-05-21
2512,273,114,3,2025-11-08,2025-11-08
2513,273,119,5,2025-09-18,2025-12-07
2514,273,122,3,2025-09-15,2025-09-15
2515,273,124,3,2026-02-25,2026-02-25
2516,273,128,4,2026-05-09,2026-07-04
2517,273,133,4,2025-01-17,2025-01-17
2518,273,140,4,2025-05-08,2025-05-08
2519,273,148,4,2025-04-13,2025-04-13
2520,275,11,4,2026-04-12,2026-04-12
2521,275,13,2,2026-05-06,2026-05-06
2522,275,14,4,2026-02-28,2026-02-28
2523,275,19,4,2026-04-13,2026-04-13
2524,275,21,4,2026-06-10,2026-07-11
2525,275,40,3,2026-03-08,2026-03-08
2526,275,43,3,2026-04-30,2026-04-30
2527,275,45,4,2026-06-06,2026-06-06
2528,275,52,3,2026-04-28,2026-04-28
2529,275,54,3,2026-06-03,2026-06-03
2530,275,61,3,2026-07-10,2026-07-10
2531,275,69,3,2026-03-13,2026-03-13
2532,275,70,3,2026-04-22,2026-04-22
2533,275,81,3,2026-05-08,2026-05-08
2534,275,90,2,2026-07-10,2026-07-10
2535,275,92,3,2026-03-09,2026-03-09
2536,275,94,2,2026-04-03,2026-04-03
2537,275,97,2,2026-04-25,2026-07-11
2538,275,99,4,2026-03-26,2026-03-26
2539,275,101,3,2026-04-26,2026-04-26
2540,275,105,3,2026-03-23,2026-03-23
2541,275,112,4,2026-05-18,2026-05-18
2542,275,116,3,2026-02-23,2026-02-23
2543,275,121,2,2026-05-29,2026-05-29
2544,275,130,3,2026-04-18,2026-04-18
2545,275,131,3,2026-06-03,2026-07-11
2546,275,150,3,2026-03-17,2026-03-17
2547,276,3,4,2025-11-20,2025-11-20
2548,276,9,5,2025-03-11,2025-03-11
2549,276,13,1,2026-07-05,2026-07-05
2550,276,14,3,2025-08-01,2025-08-01
2551,276,15,4,2026-01-08,2026-01-08
2552,276,19,2,2025-06-01,2025-06-01
2553,276,23,3,2025-08-23,2025-08-23
2554,276,30,2,2025-11-21,2025-11-21
2555,276,34,3,2025-03-01,2025-03-01
2556,276,35,4,2025-07-12,2025-07-12
2557,276,38,2,2025-09-13,2025-09-13
2558,276,40,4,2025-03-06,2025-03-06
2559,276,48,3,2025-11-21,2025-11-21
2560,276,50,2,2025-07-30,2025-07-30
2561,276,51,3,2026-01-08,2026-01-08
2562,276,55,3,2026-04-04,2026-04-04
2563,276,59,2,2026-06-08,2026-06-08
2564,276,60,5,2025-03-01,2025-03-01
2565,276,68,3,2026-02-28,2026-02-28
2566,276,69,4,2026-01-23,2026-01-23
2567,276,74,3,2026-03-01,2026-03-01
2568,276,77,4,2025-06-17,2025-06-17
2569,276,85,2,2025-07-06,2025-07-06
2570,276,95,1,2025-04-19,2025-04-19
2571,276,96,4,2025-05-29,2025-05-29
2572,276,97,3,2025-08-26,2025-08-26
2573,276,101,5,2025-10-14,2025-10-14
2574,276,105,3,2025-12-13,2025-12-13
2575,276,121,3,2026-03-22,2026-03-22
2576,276,128,4,2025-09-06,2025-09-06
2577,276,137,4,2026-04-03,2026-04-03
2578,276,140,3,2025-04-19,2025-04-19
2579,276,141,2,2025-06-08,2025-06-08
2580,276,145,3,2025-11-19,2025-11-19
2581,279,6,5,2026-05-13,2026-05-13
2582,279,16,4,2026-04-03,2026-04-03
2583,279,27,5,2025-12-13,2025-12-13
2584,279,33,5,2025-07-28,2025-07-28
2585,279,73,5,2025-08-15,2025-08-15
2586,279,85,4,2025-11-11,2025-12-19
2587,279,135,4,2026-05-24,2026-05-24
2588,279,136,5,2025-11-01,2025-11-01
2589,281,83,3,2026-03-30,2026-03-30
2590,281,128,3,2026-04-26,2026-04-26
2591,282,23,3,2025-06-29,2025-07-30
2592,282,30,5,2025-03-16,2025-03-16
2593,282,36,5,2025-07-13,2025-07-13
2594,282,40,4,2025-04-30,2025-04-30
2595,282,43,4,2025-11-02,2025-11-02
2596,282,46,4,2025-09-30,2025-09-30
2597,282,49,3,2026-05-13,2026-05-13
2598,282,63,4,2025-03-17,2025-03-17
2599,282,65,4,2025-07-13,2025-07-13
2600,282,66,4,2026-06-05,2026-06-05
2601,282,67,5,2026-06-12,2026-06-12
2602,282,69,4,2025-07-04,2025-07-04
2603,282,70,4,2026-05-03,2026-07-03
2604,282,72,3,2025-10-13,2025-10-13
2605,282,81,4,2025-04-30,2025-04-30
2606,282,91,1,2025-12-26,2025-12-26
2607,282,96,5,2025-04-11,2025-04-11
2608,282,104,5,2025-07-20,2025-07-20
2609,282,110,4,2026-04-28,2026-06-26
2610,282,115,5,2026-06-03,2026-06-14
2611,282,116,5,2026-04-07,2026-04-18
2612,282,117,4,2026-01-25,2026-01-25
2613,282,118,4,2025-03-14,2025-03-14
2614,282,119,5,2025-08-29,2025-08-29
2615,282,121,3,2026-04-19,2026-04-19
2616,282,127,4,2025-10-28,2025-10-28
2617,282,130,4,2026-03-03,2026-03-03
2618,282,132,5,2026-04-18,2026-04-18
2619,282,136,5,2025-07-28,2025-07-28
2620,282,138,5,2025-12-03,2025-12-03
2621,282,139,5,2026-05-20,2026-05-20
2622,282,140,5,2025-12-15,2025-12-15
2623,282,144,4,2026-05-04,2026-07-11
2624,282,145,5,2025-03-11,2025-03-11
2625,282,147,3,2026-06-04,2026-06-04
2626,282,148,4,2025-12-18,2025-12-18
2627,283,89,4,2025-03-10,2025-03-10
2628,284,3,4,2026-03-24,2026-03-24
2629,284,8,5,2026-04-24,2026-04-24
2630,284,10,5,2026-02-19,2026-02-19
2631,284,15,4,2025-12-24,2025-12-24
2632,284,32,5,2026-06-18,2026-06-18
2633,284,54,5,2025-12-09,2025-12-09
2634,284,55,1,2025-12-27,2025-12-27
2635,284,56,5,2026-03-26,2026-03-26
2636,284,66,4,2026-01-07,2026-01-21
2637,284,82,5,2026-05-01,2026-05-01
2638,284,92,5,2026-01-20,2026-01-20
2639,284,109,4,2026-02-01,2026-02-01
2640,284,112,3,2026-05-25,2026-05-25
2641,284,120,5,2026-07-01,2026-07-01
2642,284,137,1,2026-03-13,2026-03-13
2643,287,1,5,2026-02-01,2026-05-19
2644,287,3,5,2026-03-05,2026-03-05
2645,287,7,4,2026-05-13,2026-05-13
2646,287,16,5,2026-02-06,2026-02-06
2647,287,22,4,2026-05-14,2026-05-14
2648,287,25,5,2026-03-28,2026-03-28
2649,287,29,5,2026-04-26,2026-04-26
2650,287,35,5,2026-06-05,2026-06-05
2651,287,37,5,2026-02-12,2026-02-12
2652,287,40,4,2026-03-07,2026-03-07
2653,287,41,5,2026-02-22,2026-02-22
2654,287,44,4,2026-05-07,2026-05-07
2655,287,49,3,2026-04-10,2026-04-10
2656,287,55,5,2026-03-27,2026-03-27
2657,287,68,4,2026-05-31,2026-05-31
2658,287,69,5,2026-06-07,2026-06-07
2659,287,71,4,2026-03-25,2026-03-25
2660,287,72,4,2026-04-23,2026-04-23
2661,287,77,5,2026-03-14,2026-03-14
2662,287,81,1,2026-04-14,2026-04-14
2663,287,85,5,2026-04-26,2026-07-11
2664,287,87,5,2026-02-11,2026-02-11
2665,287,89,4,2026-03-27,2026-03-27
2666,287,92,4,2026-06-18,2026-06-18
2667,287,93,5,2026-05-15,2026-05-15
2668,287,95,4,2026-02-11,2026-02-11
2669,287,103,5,2026-01-28,2026-01-28
2670,287,105,5,2026-01-30,2026-01-30
2671,287,106,4,2026-07-02,2026-07-02
2672,287,108,5,2026-02-18,2026-02-18
2673,287,110,4,2026-03-24,2026-03-24
2674,287,112,4,2026-04-16,2026-04-18
2675,287,119,4,2026-03-30,2026-03-30
2676,287,121,4,2026-03-23,2026-03-23
2677,287,124,4,2026-06-12,2026-06-12
2678,287,127,4,2026-04-30,2026-04-30
2679,287,129,5,2026-02-02,2026-02-02
2680,287,130,3,2026-05-28,2026-05-28
2681,287,136,5,2026-02-02,2026-02-02
2682,287,141,5,2026-04-29,2026-04-29
2683,287,142,5,2026-05-02,2026-05-02
2684,287,145,5,2026-02-23,2026-02-23
2685,287,147,4,2026-03-01,2026-03-01
2686,288,37,5,2025-12-07,2025-12-07
2687,288,77,5,2026-06-27,2026-06-27
2688,289,3,5,2026-06-25,2026-06-25
2689,289,14,4,2026-06-05,2026-06-05
2690,289,16,5,2026-06-01,2026-06-01
2691,289,27,5,2026-07-09,2026-07-09
2692,289,28,4,2026-07-01,2026-07-01
2693,289,30,4,2026-06-22,2026-07-11
2694,289,36,4,2026-05-24,2026-05-24
2695,289,47,4,2026-06-20,2026-07-11
2696,289,49,5,2026-05-23,2026-05-23
2697,289,61,5,2026-07-02,2026-07-02
2698,289,62,5,2026-07-05,2026-07-05
2699,289,67,4,2026-06-09,2026-06-09
2700,289,68,5,2026-06-24,2026-06-24
2701,289,71,3,2026-06-21,2026-06-21
