CompensationRequestFieldId,CompensationRequestId,FieldName,FieldValue,CompensationRequestFieldStateId,CreatedAt
5394,1079,ExceptionType,SmtpException,3,2025-01-19
5395,1079,CorrelationId,237755-1079,3,2025-01-19
5396,1080,Feature,EmailService.SendAsync,3,2025-11-26
5397,1080,SucursalId,675,3,2025-11-26
5398,1080,UserId,95,3,2025-11-26
5399,1080,ExceptionType,ArgumentException,3,2025-11-26
5400,1080,CorrelationId,644700-1080,3,2025-11-26
5401,1081,Feature,CreateSucursalCommandHandler,3,2025-01-16
5402,1081,SucursalId,464,3,2025-01-16
5403,1081,UserId,39,3,2025-01-16
5404,1081,ExceptionType,InvalidOperationException,3,2025-01-16
5405,1081,CorrelationId,704886-1081,3,2025-01-16
5406,1082,Feature,VerifyEmailCommandHandler,3,2026-05-13
5407,1082,SucursalId,715,3,2026-05-13
5408,1082,UserId,11,3,2026-05-13
5409,1082,ExceptionType,SmtpException,3,2026-05-13
5410,1082,CorrelationId,781377-1082,3,2026-05-13
5411,1083,Feature,VerifyEmailCommandHandler,3,2026-05-11
5412,1083,SucursalId,422,3,2026-05-11
5413,1083,UserId,94,3,2026-05-11
5414,1083,ExceptionType,SmtpException,3,2026-05-11
5415,1083,CorrelationId,134882-1083,3,2026-05-11
5416,1084,Feature,CreateUserCommandHandler,3,2024-12-11
5417,1084,SucursalId,436,3,2024-12-11
5418,1084,UserId,69,3,2024-12-11
5419,1084,ExceptionType,InvalidOperationException,3,2024-12-11
5420,1084,CorrelationId,321536-1084,3,2024-12-11
5421,1085,Feature,CreateUserCommandHandler,3,2024-01-28
5422,1085,SucursalId,483,3,2024-01-28
5423,1085,UserId,104,3,2024-01-28
5424,1085,ExceptionType,InvalidOperationException,3,2024-01-28
5425,1085,CorrelationId,291927-1085,3,2024-01-28
5426,1086,Feature,CompensationRequestExportQueryHandler,3,2026-01-22
5427,1086,SucursalId,630,3,2026-01-22
5428,1086,UserId,21,3,2026-01-22
5429,1086,ExceptionType,ArgumentException,3,2026-01-22
5430,1086,CorrelationId,908554-1086,3,2026-01-22
5431,1087,Feature,EmailService.SendAsync,3,2025-06-08
5432,1087,SucursalId,515,3,2025-06-08
5433,1087,UserId,56,3,2025-06-08
5434,1087,ExceptionType,ArgumentException,3,2025-06-08
5435,1087,CorrelationId,506019-1087,3,2025-06-08
5436,1088,Feature,CreateUserCommandHandler,3,2025-04-27
5437,1088,SucursalId,714,3,2025-04-27
5438,1088,UserId,44,3,2025-04-27
5439,1088,ExceptionType,SmtpException,3,2025-04-27
5440,1088,CorrelationId,519225-1088,3,2025-04-27
5441,1089,Feature,CreateLocalidadCommandHandler,3,2024-01-25
5442,1089,SucursalId,585,3,2024-01-25
5443,1089,UserId,78,3,2024-01-25
5444,1089,ExceptionType,InvalidOperationException,3,2024-01-25
5445,1089,CorrelationId,968677-1089,3,2024-01-25
5446,1090,Feature,EmailService.SendAsync,3,2024-04-30
5447,1090,SucursalId,412,3,2024-04-30
5448,1090,UserId,140,3,2024-04-30
5449,1090,ExceptionType,ArgumentException,3,2024-04-30
5450,1090,CorrelationId,526911-1090,3,2024-04-30
5451,1091,Feature,BulkCreateSucursalesCommandHandler,3,2025-02-04
5452,1091,SucursalId,592,3,2025-02-04
5453,1091,UserId,42,3,2025-02-04
5454,1091,ExceptionType,SmtpException,3,2025-02-04
5455,1091,CorrelationId,300967-1091,3,2025-02-04
5456,1092,Feature,BulkCreateSucursalesCommandHandler,3,2026-04-09
5457,1092,SucursalId,123,3,2026-04-09
5458,1092,UserId,126,3,2026-04-09
5459,1092,ExceptionType,InvalidOperationException,3,2026-04-09
5460,1092,CorrelationId,539017-1092,3,2026-04-09
5461,1093,Feature,CreateUserCommandHandler,3,2025-12-20
5462,1093,SucursalId,93,3,2025-12-20
5463,1093,UserId,119,3,2025-12-20
5464,1093,ExceptionType,ArgumentException,3,2025-12-20
5465,1093,CorrelationId,659827-1093,3,2025-12-20
5466,1094,Feature,VerifyEmailCommandHandler,3,2025-03-09
5467,1094,SucursalId,602,3,2025-03-09
5468,1094,UserId,104,3,2025-03-09
5469,1094,ExceptionType,InvalidOperationException,3,2025-03-09
5470,1094,CorrelationId,131674-1094,3,2025-03-09
5471,1095,Feature,CreateUserCommandHandler,3,2024-07-30
5472,1095,SucursalId,335,3,2024-07-30
5473,1095,UserId,61,3,2024-07-30
5474,1095,ExceptionType,ArgumentException,3,2024-07-30
5475,1095,CorrelationId,218441-1095,3,2024-07-30
5476,1096,Feature,EmailService.SendAsync,3,2024-10-16
5477,1096,SucursalId,390,3,2024-10-16
5478,1096,UserId,7,3,2024-10-16
5479,1096,ExceptionType,InvalidOperationException,3,2024-10-16
5480,1096,CorrelationId,166594-1096,3,2024-10-16
5481,1097,Feature,CreateUserCommandHandler,3,2025-09-23
5482,1097,SucursalId,265,3,2025-09-23
5483,1097,UserId,95,3,2025-09-23
5484,1097,ExceptionType,InvalidOperationException,3,2025-09-23
5485,1097,CorrelationId,384745-1097,3,2025-09-23
5486,1098,Feature,VerifyEmailCommandHandler,3,2024-08-25
5487,1098,SucursalId,715,3,2024-08-25
5488,1098,UserId,14,3,2024-08-25
5489,1098,ExceptionType,ArgumentException,3,2024-08-25
5490,1098,CorrelationId,588540-1098,3,2024-08-25
5491,1099,Feature,CreateSucursalCommandHandler,3,2026-01-12
5492,1099,SucursalId,657,3,2026-01-12
5493,1099,UserId,97,3,2026-01-12
5494,1099,ExceptionType,InvalidOperationException,3,2026-01-12
5495,1099,CorrelationId,810725-1099,3,2026-01-12
5496,1100,Feature,CreateSucursalCommandHandler,3,2024-04-26
5497,1100,SucursalId,667,3,2024-04-26
5498,1100,UserId,98,3,2024-04-26
5499,1100,ExceptionType,InvalidOperationException,3,2024-04-26
5500,1100,CorrelationId,991207-1100,3,2024-04-26
5501,1101,Feature,CreateUserCommandHandler,3,2025-10-31
5502,1101,SucursalId,118,3,2025-10-31
5503,1101,UserId,12,3,2025-10-31
5504,1101,ExceptionType,ArgumentException,3,2025-10-31
5505,1101,CorrelationId,728177-1101,3,2025-10-31
5506,1102,Feature,CompensationRequestExportQueryHandler,3,2024-06-08
5507,1102,SucursalId,32,3,2024-06-08
5508,1102,UserId,53,3,2024-06-08
5509,1102,ExceptionType,ArgumentException,3,2024-06-08
5510,1102,CorrelationId,642723-1102,3,2024-06-08
5511,1103,Feature,BulkCreateSucursalesCommandHandler,3,2025-10-17
5512,1103,SucursalId,412,3,2025-10-17
5513,1103,UserId,41,3,2025-10-17
5514,1103,ExceptionType,InvalidOperationException,3,2025-10-17
5515,1103,CorrelationId,654373-1103,3,2025-10-17
5516,1104,Feature,UpdateSucursalCommandHandler,3,2024-06-18
5517,1104,SucursalId,540,3,2024-06-18
5518,1104,UserId,77,3,2024-06-18
5519,1104,ExceptionType,ArgumentException,3,2024-06-18
5520,1104,CorrelationId,792598-1104,3,2024-06-18
5521,1105,Feature,CreateLocalidadCommandHandler,3,2026-05-21
5522,1105,SucursalId,647,3,2026-05-21
5523,1105,UserId,120,3,2026-05-21
5524,1105,ExceptionType,DbUpdateException,3,2026-05-21
5525,1105,CorrelationId,193131-1105,3,2026-05-21
5526,1106,Feature,BulkCreateSucursalesCommandHandler,3,2024-03-18
5527,1106,SucursalId,176,3,2024-03-18
5528,1106,UserId,29,3,2024-03-18
5529,1106,ExceptionType,SmtpException,3,2024-03-18
5530,1106,CorrelationId,510950-1106,3,2024-03-18
5531,1107,Feature,UpdateSucursalCommandHandler,3,2024-05-15
5532,1107,SucursalId,640,3,2024-05-15
5533,1107,UserId,62,3,2024-05-15
5534,1107,ExceptionType,ArgumentException,3,2024-05-15
5535,1107,CorrelationId,578454-1107,3,2024-05-15
5536,1108,Feature,EmailService.SendAsync,3,2024-02-28
5537,1108,SucursalId,288,3,2024-02-28
5538,1108,UserId,68,3,2024-02-28
5539,1108,ExceptionType,InvalidOperationException,3,2024-02-28
5540,1108,CorrelationId,441902-1108,3,2024-02-28
5541,1109,Feature,UpdateSucursalCommandHandler,3,2026-04-02
5542,1109,SucursalId,535,3,2026-04-02
5543,1109,UserId,86,3,2026-04-02
5544,1109,ExceptionType,ArgumentException,3,2026-04-02
5545,1109,CorrelationId,185168-1109,3,2026-04-02
5546,1110,Feature,UpdateSucursalCommandHandler,3,2024-07-01
5547,1110,SucursalId,674,3,2024-07-01
5548,1110,UserId,42,3,2024-07-01
5549,1110,ExceptionType,DbUpdateException,3,2024-07-01
5550,1110,CorrelationId,325391-1110,3,2024-07-01
5551,1111,Feature,UpdateSucursalCommandHandler,3,2025-02-21
5552,1111,SucursalId,373,3,2025-02-21
5553,1111,UserId,118,3,2025-02-21
5554,1111,ExceptionType,ArgumentException,3,2025-02-21
5555,1111,CorrelationId,291511-1111,3,2025-02-21
5556,1112,Feature,EmailService.SendAsync,3,2025-07-18
5557,1112,SucursalId,625,3,2025-07-18
5558,1112,UserId,64,3,2025-07-18
5559,1112,ExceptionType,SmtpException,3,2025-07-18
5560,1112,CorrelationId,780552-1112,3,2025-07-18
5561,1113,Feature,VerifyEmailCommandHandler,3,2026-02-18
5562,1113,SucursalId,326,3,2026-02-18
5563,1113,UserId,97,3,2026-02-18
5564,1113,ExceptionType,DbUpdateException,3,2026-02-18
5565,1113,CorrelationId,144070-1113,3,2026-02-18
5566,1114,Feature,EmailService.SendAsync,3,2024-12-26
5567,1114,SucursalId,772,3,2024-12-26
5568,1114,UserId,129,3,2024-12-26
5569,1114,ExceptionType,SmtpException,3,2024-12-26
5570,1114,CorrelationId,928136-1114,3,2024-12-26
5571,1115,Feature,CreateSucursalCommandHandler,3,2025-01-11
5572,1115,SucursalId,719,3,2025-01-11
5573,1115,UserId,103,3,2025-01-11
5574,1115,ExceptionType,InvalidOperationException,3,2025-01-11
5575,1115,CorrelationId,224630-1115,3,2025-01-11
5576,1116,Feature,CompensationRequestExportQueryHandler,3,2024-12-26
5577,1116,SucursalId,379,3,2024-12-26
5578,1116,UserId,133,3,2024-12-26
5579,1116,ExceptionType,SmtpException,3,2024-12-26
5580,1116,CorrelationId,531084-1116,3,2024-12-26
5581,1117,Feature,CreateUserCommandHandler,3,2024-06-04
5582,1117,SucursalId,391,3,2024-06-04
5583,1117,UserId,10,3,2024-06-04
5584,1117,ExceptionType,SmtpException,3,2024-06-04
5585,1117,CorrelationId,945988-1117,3,2024-06-04
5586,1118,Feature,EmailService.SendAsync,3,2025-04-19
5587,1118,SucursalId,76,3,2025-04-19
5588,1118,UserId,150,3,2025-04-19
5589,1118,ExceptionType,DbUpdateException,3,2025-04-19
5590,1118,CorrelationId,709722-1118,3,2025-04-19
5591,1119,Feature,UpdateSucursalCommandHandler,3,2024-11-13
5592,1119,SucursalId,263,3,2024-11-13
5593,1119,UserId,13,3,2024-11-13
5594,1119,ExceptionType,SmtpException,3,2024-11-13
5595,1119,CorrelationId,293482-1119,3,2024-11-13
5596,1120,Feature,UpdateSucursalCommandHandler,3,2024-06-18
5597,1120,SucursalId,427,3,2024-06-18
5598,1120,UserId,99,3,2024-06-18
5599,1120,ExceptionType,SmtpException,3,2024-06-18
5600,1120,CorrelationId,176201-1120,3,2024-06-18
5601,1121,Feature,EmailService.SendAsync,3,2025-04-09
5602,1121,SucursalId,354,3,2025-04-09
5603,1121,UserId,49,3,2025-04-09
5604,1121,ExceptionType,SmtpException,3,2025-04-09
5605,1121,CorrelationId,739917-1121,3,2025-04-09
5606,1122,Feature,UpdateSucursalCommandHandler,3,2025-08-27
5607,1122,SucursalId,329,3,2025-08-27
5608,1122,UserId,56,3,2025-08-27
5609,1122,ExceptionType,SmtpException,3,2025-08-27
5610,1122,CorrelationId,519238-1122,3,2025-08-27
5611,1123,Feature,CompensationRequestExportQueryHandler,3,2025-07-23
5612,1123,SucursalId,800,3,2025-07-23
5613,1123,UserId,96,3,2025-07-23
5614,1123,ExceptionType,ArgumentException,3,2025-07-23
5615,1123,CorrelationId,415734-1123,3,2025-07-23
5616,1124,Feature,CreateSucursalCommandHandler,3,2024-05-04
5617,1124,SucursalId,98,3,2024-05-04
5618,1124,UserId,64,3,2024-05-04
5619,1124,ExceptionType,InvalidOperationException,3,2024-05-04
5620,1124,CorrelationId,732419-1124,3,2024-05-04
5621,1125,Feature,BulkCreateSucursalesCommandHandler,3,2025-06-24
5622,1125,SucursalId,413,3,2025-06-24
5623,1125,UserId,33,3,2025-06-24
5624,1125,ExceptionType,ArgumentException,3,2025-06-24
5625,1125,CorrelationId,104633-1125,3,2025-06-24
5626,1126,Feature,CompensationRequestExportQueryHandler,3,2024-03-09
5627,1126,SucursalId,632,3,2024-03-09
5628,1126,UserId,38,3,2024-03-09
5629,1126,ExceptionType,DbUpdateException,3,2024-03-09
5630,1126,CorrelationId,877195-1126,3,2024-03-09
5631,1127,Feature,VerifyEmailCommandHandler,3,2025-10-29
5632,1127,SucursalId,308,3,2025-10-29
5633,1127,UserId,56,3,2025-10-29
5634,1127,ExceptionType,ArgumentException,3,2025-10-29
5635,1127,CorrelationId,314040-1127,3,2025-10-29
5636,1128,Feature,UpdateSucursalCommandHandler,3,2025-06-12
5637,1128,SucursalId,34,3,2025-06-12
5638,1128,UserId,34,3,2025-06-12
5639,1128,ExceptionType,SmtpException,3,2025-06-12
5640,1128,CorrelationId,775731-1128,3,2025-06-12
5641,1129,Feature,UpdateSucursalCommandHandler,3,2024-12-01
5642,1129,SucursalId,12,3,2024-12-01
5643,1129,UserId,76,3,2024-12-01
5644,1129,ExceptionType,InvalidOperationException,3,2024-12-01
5645,1129,CorrelationId,158312-1129,3,2024-12-01
5646,1130,Feature,CreateUserCommandHandler,3,2025-06-15
5647,1130,SucursalId,497,3,2025-06-15
5648,1130,UserId,146,3,2025-06-15
5649,1130,ExceptionType,SmtpException,3,2025-06-15
5650,1130,CorrelationId,738196-1130,3,2025-06-15
5651,1131,Feature,EmailService.SendAsync,3,2026-03-30
5652,1131,SucursalId,796,3,2026-03-30
5653,1131,UserId,146,3,2026-03-30
5654,1131,ExceptionType,ArgumentException,3,2026-03-30
5655,1131,CorrelationId,780562-1131,3,2026-03-30
5656,1132,Feature,CreateSucursalCommandHandler,3,2026-05-27
5657,1132,SucursalId,675,3,2026-05-27
5658,1132,UserId,122,3,2026-05-27
5659,1132,ExceptionType,DbUpdateException,3,2026-05-27
5660,1132,CorrelationId,357954-1132,3,2026-05-27
5661,1133,Feature,EmailService.SendAsync,3,2025-10-05
5662,1133,SucursalId,539,3,2025-10-05
5663,1133,UserId,26,3,2025-10-05
5664,1133,ExceptionType,SmtpException,3,2025-10-05
5665,1133,CorrelationId,699650-1133,3,2025-10-05
5666,1134,Feature,VerifyEmailCommandHandler,3,2024-12-07
5667,1134,SucursalId,254,3,2024-12-07
5668,1134,UserId,80,3,2024-12-07
5669,1134,ExceptionType,DbUpdateException,3,2024-12-07
5670,1134,CorrelationId,614591-1134,3,2024-12-07
5671,1135,Feature,CreateUserCommandHandler,3,2024-09-20
5672,1135,SucursalId,494,3,2024-09-20
5673,1135,UserId,50,3,2024-09-20
5674,1135,ExceptionType,DbUpdateException,3,2024-09-20
5675,1135,CorrelationId,991730-1135,3,2024-09-20
5676,1136,Feature,CompensationRequestExportQueryHandler,3,2025-02-18
5677,1136,SucursalId,658,3,2025-02-18
5678,1136,UserId,51,3,2025-02-18
5679,1136,ExceptionType,InvalidOperationException,3,2025-02-18
5680,1136,CorrelationId,176833-1136,3,2025-02-18
5681,1137,Feature,CreateUserCommandHandler,3,2025-05-23
5682,1137,SucursalId,776,3,2025-05-23
5683,1137,UserId,23,3,2025-05-23
5684,1137,ExceptionType,InvalidOperationException,3,2025-05-23
5685,1137,CorrelationId,147173-1137,3,2025-05-23
5686,1138,Feature,BulkCreateSucursalesCommandHandler,3,2024-05-30
5687,1138,SucursalId,496,3,2024-05-30
5688,1138,UserId,133,3,2024-05-30
5689,1138,ExceptionType,InvalidOperationException,3,2024-05-30
5690,1138,CorrelationId,581948-1138,3,2024-05-30
5691,1139,Feature,VerifyEmailCommandHandler,3,2024-02-11
5692,1139,SucursalId,460,3,2024-02-11
5693,1139,UserId,71,3,2024-02-11
5694,1139,ExceptionType,ArgumentException,3,2024-02-11
5695,1139,CorrelationId,917606-1139,3,2024-02-11
5696,1140,Feature,EmailService.SendAsync,3,2024-10-04
5697,1140,SucursalId,323,3,2024-10-04
5698,1140,UserId,58,3,2024-10-04
5699,1140,ExceptionType,ArgumentException,3,2024-10-04
5700,1140,CorrelationId,825434-1140,3,2024-10-04
5701,1141,Feature,BulkCreateSucursalesCommandHandler,3,2026-05-07
5702,1141,SucursalId,705,3,2026-05-07
5703,1141,UserId,9,3,2026-05-07
5704,1141,ExceptionType,DbUpdateException,3,2026-05-07
5705,1141,CorrelationId,194191-1141,3,2026-05-07
5706,1142,Feature,UpdateSucursalCommandHandler,3,2025-05-09
5707,1142,SucursalId,275,3,2025-05-09
5708,1142,UserId,21,3,2025-05-09
5709,1142,ExceptionType,SmtpException,3,2025-05-09
5710,1142,CorrelationId,301940-1142,3,2025-05-09
5711,1143,Feature,CreateLocalidadCommandHandler,3,2024-09-18
5712,1143,SucursalId,355,3,2024-09-18
5713,1143,UserId,89,3,2024-09-18
5714,1143,ExceptionType,ArgumentException,3,2024-09-18
5715,1143,CorrelationId,864327-1143,3,2024-09-18
5716,1144,Feature,CompensationRequestExportQueryHandler,3,2026-01-24
5717,1144,SucursalId,736,3,2026-01-24
5718,1144,UserId,70,3,2026-01-24
5719,1144,ExceptionType,SmtpException,3,2026-01-24
5720,1144,CorrelationId,801577-1144,3,2026-01-24
5721,1145,Feature,EmailService.SendAsync,3,2025-01-09
5722,1145,SucursalId,485,3,2025-01-09
5723,1145,UserId,126,3,2025-01-09
5724,1145,ExceptionType,ArgumentException,3,2025-01-09
5725,1145,CorrelationId,398903-1145,3,2025-01-09
5726,1146,Feature,CreateSucursalCommandHandler,3,2024-01-12
5727,1146,SucursalId,320,3,2024-01-12
5728,1146,UserId,82,3,2024-01-12
5729,1146,ExceptionType,DbUpdateException,3,2024-01-12
5730,1146,CorrelationId,119267-1146,3,2024-01-12
5731,1147,Feature,UpdateSucursalCommandHandler,3,2026-02-18
5732,1147,SucursalId,553,3,2026-02-18
5733,1147,UserId,21,3,2026-02-18
5734,1147,ExceptionType,ArgumentException,3,2026-02-18
5735,1147,CorrelationId,814051-1147,3,2026-02-18
5736,1148,Feature,UpdateSucursalCommandHandler,3,2024-08-02
5737,1148,SucursalId,527,3,2024-08-02
5738,1148,UserId,62,3,2024-08-02
5739,1148,ExceptionType,SmtpException,3,2024-08-02
5740,1148,CorrelationId,817742-1148,3,2024-08-02
5741,1149,Feature,CreateSucursalCommandHandler,3,2024-10-12
5742,1149,SucursalId,554,3,2024-10-12
5743,1149,UserId,137,3,2024-10-12
5744,1149,ExceptionType,InvalidOperationException,3,2024-10-12
5745,1149,CorrelationId,510771-1149,3,2024-10-12
5746,1150,Feature,BulkCreateSucursalesCommandHandler,3,2024-11-25
5747,1150,SucursalId,709,3,2024-11-25
5748,1150,UserId,73,3,2024-11-25
5749,1150,ExceptionType,SmtpException,3,2024-11-25
5750,1150,CorrelationId,843748-1150,3,2024-11-25
5751,1151,Feature,CreateUserCommandHandler,3,2025-09-06
5752,1151,SucursalId,136,3,2025-09-06
5753,1151,UserId,107,3,2025-09-06
5754,1151,ExceptionType,ArgumentException,3,2025-09-06
5755,1151,CorrelationId,299096-1151,3,2025-09-06
5756,1152,Feature,CreateSucursalCommandHandler,3,2025-09-11
5757,1152,SucursalId,500,3,2025-09-11
5758,1152,UserId,111,3,2025-09-11
5759,1152,ExceptionType,ArgumentException,3,2025-09-11
5760,1152,CorrelationId,630148-1152,3,2025-09-11
5761,1153,Feature,CreateSucursalCommandHandler,3,2026-01-07
5762,1153,SucursalId,696,3,2026-01-07
5763,1153,UserId,11,3,2026-01-07
5764,1153,ExceptionType,ArgumentException,3,2026-01-07
5765,1153,CorrelationId,728605-1153,3,2026-01-07
5766,1154,Feature,VerifyEmailCommandHandler,3,2025-12-17
5767,1154,SucursalId,95,3,2025-12-17
5768,1154,UserId,21,3,2025-12-17
5769,1154,ExceptionType,InvalidOperationException,3,2025-12-17
5770,1154,CorrelationId,950140-1154,3,2025-12-17
5771,1155,Feature,VerifyEmailCommandHandler,3,2025-02-03
5772,1155,SucursalId,49,3,2025-02-03
5773,1155,UserId,144,3,2025-02-03
5774,1155,ExceptionType,InvalidOperationException,3,2025-02-03
5775,1155,CorrelationId,939219-1155,3,2025-02-03
5776,1156,Feature,BulkCreateSucursalesCommandHandler,3,2025-02-12
5777,1156,SucursalId,303,3,2025-02-12
5778,1156,UserId,9,3,2025-02-12
5779,1156,ExceptionType,InvalidOperationException,3,2025-02-12
5780,1156,CorrelationId,253868-1156,3,2025-02-12
5781,1157,Feature,CompensationRequestExportQueryHandler,3,2024-01-19
5782,1157,SucursalId,489,3,2024-01-19
5783,1157,UserId,122,3,2024-01-19
5784,1157,ExceptionType,DbUpdateException,3,2024-01-19
5785,1157,CorrelationId,845713-1157,3,2024-01-19
5786,1158,Feature,CreateSucursalCommandHandler,3,2024-10-12
5787,1158,SucursalId,82,3,2024-10-12
5788,1158,UserId,51,3,2024-10-12
5789,1158,ExceptionType,ArgumentException,3,2024-10-12
5790,1158,CorrelationId,403327-1158,3,2024-10-12
5791,1159,Feature,CreateLocalidadCommandHandler,3,2025-02-03
5792,1159,SucursalId,279,3,2025-02-03
5793,1159,UserId,148,3,2025-02-03
5794,1159,ExceptionType,SmtpException,3,2025-02-03
5795,1159,CorrelationId,942957-1159,3,2025-02-03
5796,1160,Feature,EmailService.SendAsync,3,2025-01-31
5797,1160,SucursalId,335,3,2025-01-31
5798,1160,UserId,64,3,2025-01-31
5799,1160,ExceptionType,SmtpException,3,2025-01-31
5800,1160,CorrelationId,102910-1160,3,2025-01-31
5801,1161,Feature,EmailService.SendAsync,3,2025-01-07
5802,1161,SucursalId,309,3,2025-01-07
5803,1161,UserId,137,3,2025-01-07
5804,1161,ExceptionType,InvalidOperationException,3,2025-01-07
5805,1161,CorrelationId,492136-1161,3,2025-01-07
5806,1162,Feature,CreateSucursalCommandHandler,3,2025-05-12
5807,1162,SucursalId,530,3,2025-05-12
5808,1162,UserId,100,3,2025-05-12
5809,1162,ExceptionType,ArgumentException,3,2025-05-12
5810,1162,CorrelationId,446705-1162,3,2025-05-12
5811,1163,Feature,EmailService.SendAsync,3,2026-04-12
5812,1163,SucursalId,445,3,2026-04-12
5813,1163,UserId,62,3,2026-04-12
5814,1163,ExceptionType,ArgumentException,3,2026-04-12
5815,1163,CorrelationId,488984-1163,3,2026-04-12
5816,1164,Feature,BulkCreateSucursalesCommandHandler,3,2024-02-15
5817,1164,SucursalId,9,3,2024-02-15
5818,1164,UserId,69,3,2024-02-15
5819,1164,ExceptionType,ArgumentException,3,2024-02-15
5820,1164,CorrelationId,111480-1164,3,2024-02-15
5821,1165,Feature,BulkCreateSucursalesCommandHandler,3,2026-05-30
5822,1165,SucursalId,759,3,2026-05-30
5823,1165,UserId,16,3,2026-05-30
5824,1165,ExceptionType,InvalidOperationException,3,2026-05-30
5825,1165,CorrelationId,770139-1165,3,2026-05-30
5826,1166,Feature,VerifyEmailCommandHandler,3,2024-01-30
5827,1166,SucursalId,706,3,2024-01-30
5828,1166,UserId,41,3,2024-01-30
5829,1166,ExceptionType,InvalidOperationException,3,2024-01-30
5830,1166,CorrelationId,904669-1166,3,2024-01-30
5831,1167,Feature,CreateLocalidadCommandHandler,3,2025-04-16
5832,1167,SucursalId,589,3,2025-04-16
5833,1167,UserId,29,3,2025-04-16
5834,1167,ExceptionType,SmtpException,3,2025-04-16
5835,1167,CorrelationId,143683-1167,3,2025-04-16
5836,1168,Feature,CreateSucursalCommandHandler,3,2024-02-20
5837,1168,SucursalId,358,3,2024-02-20
5838,1168,UserId,119,3,2024-02-20
5839,1168,ExceptionType,DbUpdateException,3,2024-02-20
5840,1168,CorrelationId,793723-1168,3,2024-02-20
5841,1169,Feature,UpdateSucursalCommandHandler,3,2024-11-25
5842,1169,SucursalId,293,3,2024-11-25
5843,1169,UserId,82,3,2024-11-25
5844,1169,ExceptionType,DbUpdateException,3,2024-11-25
5845,1169,CorrelationId,827172-1169,3,2024-11-25
5846,1170,Feature,BulkCreateSucursalesCommandHandler,3,2024-10-19
5847,1170,SucursalId,17,3,2024-10-19
5848,1170,UserId,143,3,2024-10-19
5849,1170,ExceptionType,ArgumentException,3,2024-10-19
5850,1170,CorrelationId,853261-1170,3,2024-10-19
5851,1171,Feature,CreateLocalidadCommandHandler,3,2025-07-15
5852,1171,SucursalId,290,3,2025-07-15
5853,1171,UserId,73,3,2025-07-15
5854,1171,ExceptionType,SmtpException,3,2025-07-15
5855,1171,CorrelationId,525873-1171,3,2025-07-15
5856,1172,Feature,CreateLocalidadCommandHandler,3,2024-06-09
5857,1172,SucursalId,506,3,2024-06-09
5858,1172,UserId,32,3,2024-06-09
5859,1172,ExceptionType,SmtpException,3,2024-06-09
5860,1172,CorrelationId,154875-1172,3,2024-06-09
5861,1173,Feature,CreateUserCommandHandler,3,2024-11-18
5862,1173,SucursalId,431,3,2024-11-18
5863,1173,UserId,27,3,2024-11-18
5864,1173,ExceptionType,DbUpdateException,3,2024-11-18
5865,1173,CorrelationId,668077-1173,3,2024-11-18
5866,1174,Feature,CompensationRequestExportQueryHandler,3,2025-03-09
5867,1174,SucursalId,416,3,2025-03-09
5868,1174,UserId,108,3,2025-03-09
5869,1174,ExceptionType,ArgumentException,3,2025-03-09
5870,1174,CorrelationId,237449-1174,3,2025-03-09
5871,1175,Feature,CreateLocalidadCommandHandler,3,2024-07-20
5872,1175,SucursalId,73,3,2024-07-20
5873,1175,UserId,7,3,2024-07-20
5874,1175,ExceptionType,InvalidOperationException,3,2024-07-20
5875,1175,CorrelationId,813970-1175,3,2024-07-20
5876,1176,Feature,BulkCreateSucursalesCommandHandler,3,2024-01-05
5877,1176,SucursalId,97,3,2024-01-05
5878,1176,UserId,128,3,2024-01-05
5879,1176,ExceptionType,DbUpdateException,3,2024-01-05
5880,1176,CorrelationId,543806-1176,3,2024-01-05
5881,1177,Feature,CreateSucursalCommandHandler,3,2024-02-25
5882,1177,SucursalId,184,3,2024-02-25
5883,1177,UserId,34,3,2024-02-25
5884,1177,ExceptionType,DbUpdateException,3,2024-02-25
5885,1177,CorrelationId,178699-1177,3,2024-02-25
5886,1178,Feature,CompensationRequestExportQueryHandler,3,2024-08-02
5887,1178,SucursalId,727,3,2024-08-02
5888,1178,UserId,15,3,2024-08-02
5889,1178,ExceptionType,DbUpdateException,3,2024-08-02
5890,1178,CorrelationId,867476-1178,3,2024-08-02
5891,1179,Feature,CreateLocalidadCommandHandler,3,2026-02-02
5892,1179,SucursalId,56,3,2026-02-02
5893,1179,UserId,150,3,2026-02-02
5894,1179,ExceptionType,DbUpdateException,3,2026-02-02
5895,1179,CorrelationId,857786-1179,3,2026-02-02
5896,1180,Feature,BulkCreateSucursalesCommandHandler,3,2025-04-16
5897,1180,SucursalId,762,3,2025-04-16
5898,1180,UserId,112,3,2025-04-16
5899,1180,ExceptionType,DbUpdateException,3,2025-04-16
5900,1180,CorrelationId,988786-1180,3,2025-04-16
5901,1181,Feature,CreateLocalidadCommandHandler,3,2026-01-05
5902,1181,SucursalId,568,3,2026-01-05
5903,1181,UserId,32,3,2026-01-05
5904,1181,ExceptionType,InvalidOperationException,3,2026-01-05
5905,1181,CorrelationId,304271-1181,3,2026-01-05
5906,1182,Feature,VerifyEmailCommandHandler,3,2026-06-21
5907,1182,SucursalId,561,3,2026-06-21
5908,1182,UserId,102,3,2026-06-21
5909,1182,ExceptionType,ArgumentException,3,2026-06-21
5910,1182,CorrelationId,492435-1182,3,2026-06-21
